ticker,shortName,sector,current_rank,current_score,current_score_status,staged_rank,staged_score,staged_score_status,pushed_rank,pushed_score,pushed_score_status,rank_vs_staged,score_vs_staged,movement_vs_staged,staged_rank_vs_pushed,staged_score_vs_pushed,staged_movement_vs_pushed,rank_vs_pushed,score_vs_pushed,movement_vs_pushed
PICCADIL,PICCADILY AGRO INDUSTRI L,Consumer Defensive,1028,46,ranked,658,50.7,ranked,658,50.7,ranked,-370,-4.7,down,0,0,unchanged,-370,-4.7,down
ROSSTECH,ROSSELL TECHSYS LIMITED,Industrials,1029,46,ranked,1238,41.7,ranked,1238,41.7,ranked,209,4.3,up,0,0,unchanged,209,4.3,up
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,Healthcare,1030,46,ranked,941,47.6,ranked,941,47.6,ranked,-89,-1.6,down,0,0,unchanged,-89,-1.6,down
TATACOMM,TATA COMMUNICATIONS LTD,Communication Services,1031,45.9,ranked,1193,43,ranked,1193,43,ranked,162,2.9,up,0,0,unchanged,162,2.9,up
ICICIGI,ICICI LOMBARD GIC LIMITED,Financial Services,1032,45.9,ranked,1203,42.8,ranked,1203,42.8,ranked,171,3.1,up,0,0,unchanged,171,3.1,up
INDIAGLYCO,INDIA GLYCOLS LTD,Basic Materials,1033,45.9,ranked,799,49.3,ranked,799,49.3,ranked,-234,-3.4,down,0,0,unchanged,-234,-3.4,down
PURVA,PURAVANKARA LIMITED,Real Estate,1034,45.9,ranked,1007,46.7,ranked,1007,46.7,ranked,-27,-0.8,down,0,0,unchanged,-27,-0.8,down
IGARASHI,IGARASHI MOTORS INDIA LTD,Consumer Cyclical,1035,45.9,ranked,1244,41.6,ranked,1244,41.6,ranked,209,4.3,up,0,0,unchanged,209,4.3,up
DEN,DEN NETWORKS LTD,Communication Services,1036,45.9,ranked,1055,46,ranked,1055,46,ranked,19,-0.1,up,0,0,unchanged,19,-0.1,up
ORISSAMINE,ORISSA MIN DEV CO LTD,Basic Materials,1037,45.9,ranked,,,insufficient valuation data,,,insufficient valuation data,,,newly ranked,,,unranked,,,newly ranked
PCBL,PCBL CHEMICAL LIMITED,Basic Materials,1038,45.8,ranked,1250,41.2,ranked,1250,41.2,ranked,212,4.6,up,0,0,unchanged,212,4.6,up
ALKYLAMINE,ALKYL AMINES CHEM. LTD,Basic Materials,1039,45.8,ranked,1035,46.2,ranked,1035,46.2,ranked,-4,-0.4,down,0,0,unchanged,-4,-0.4,down
HFCL,HFCL LIMITED,Technology,1040,45.8,ranked,1062,45.8,ranked,1062,45.8,ranked,22,0,up,0,0,unchanged,22,0,up
NHPC,NHPC LTD,Utilities,1041,45.7,ranked,495,52.2,ranked,495,52.2,ranked,-546,-6.5,down,0,0,unchanged,-546,-6.5,down
ZYDUSWELL,ZYDUS WELLNESS LIMITED,Consumer Defensive,1042,45.7,ranked,1102,44.9,ranked,1102,44.9,ranked,60,0.8,up,0,0,unchanged,60,0.8,up
TEGA,TEGA INDUSTRIES LIMITED,Industrials,1043,45.7,ranked,1274,40.2,ranked,1274,40.2,ranked,231,5.5,up,0,0,unchanged,231,5.5,up
MEDPLUS,MEDPLUS HEALTH SERV LTD,Healthcare,1044,45.7,ranked,948,47.5,ranked,948,47.5,ranked,-96,-1.8,down,0,0,unchanged,-96,-1.8,down
FUSION,FUSION FINANCE LIMITED,Financial Services,1045,45.7,ranked,1164,43.6,ranked,1164,43.6,ranked,119,2.1,up,0,0,unchanged,119,2.1,up
XPROINDIA,XPRO INDIA LIMITED,Basic Materials,1046,45.7,ranked,989,46.9,ranked,989,46.9,ranked,-57,-1.2,down,0,0,unchanged,-57,-1.2,down
HATHWAY,HATHWAY CABLE & DATACOM,Communication Services,1047,45.7,ranked,882,48.4,ranked,882,48.4,ranked,-165,-2.7,down,0,0,unchanged,-165,-2.7,down
AZAD,AZAD ENGINEERING LIMITED,Industrials,1048,45.6,ranked,632,50.9,ranked,632,50.9,ranked,-416,-5.3,down,0,0,unchanged,-416,-5.3,down
INOXWIND,INOX WIND LIMITED,Industrials,1049,45.6,ranked,982,47,ranked,982,47,ranked,-67,-1.4,down,0,0,unchanged,-67,-1.4,down
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,Healthcare,1050,45.6,ranked,1150,43.8,ranked,1150,43.8,ranked,100,1.8,up,0,0,unchanged,100,1.8,up
ORIENTHOT,ORIENT HOTELS LTD,Consumer Cyclical,1051,45.6,ranked,983,47,ranked,983,47,ranked,-68,-1.4,down,0,0,unchanged,-68,-1.4,down
RANEHOLDIN,RANE HOLDINGS LIMITED,Consumer Cyclical,1052,45.6,ranked,518,52,ranked,518,52,ranked,-534,-6.4,down,0,0,unchanged,-534,-6.4,down
ELPROINTL,ELPRO INTERNATIONAL LTD,Consumer Discretionary,1053,45.6,ranked,924,47.9,ranked,924,47.9,ranked,-129,-2.3,down,0,0,unchanged,-129,-2.3,down
SOUTHBANK,THE SOUTH INDIAN BANK LTD,Financial Services,1054,45.5,ranked,964,47.2,ranked,964,47.2,ranked,-90,-1.7,down,0,0,unchanged,-90,-1.7,down
VARROC,VARROC ENGINEERING LTD.,Consumer Cyclical,1055,45.5,ranked,809,49.1,ranked,809,49.1,ranked,-246,-3.6,down,0,0,unchanged,-246,-3.6,down
PROTEAN,PROTEAN EGOV TECHNO LTD,Technology,1056,45.5,ranked,718,50.2,ranked,718,50.2,ranked,-338,-4.7,down,0,0,unchanged,-338,-4.7,down
SHREEPUSHK,SHRE PUSH CHEM & FERT LTD,Basic Materials,1057,45.5,ranked,1077,45.5,ranked,1077,45.5,ranked,20,0,up,0,0,unchanged,20,0,up
KPEL,K.P. ENERGY LIMITED,Industrials,1058,45.5,ranked,660,50.7,ranked,660,50.7,ranked,-398,-5.2,down,0,0,unchanged,-398,-5.2,down
ARFIN,ARFIN INDIA LIMITED,Basic Materials,1059,45.5,ranked,1165,43.6,ranked,1165,43.6,ranked,106,1.9,up,0,0,unchanged,106,1.9,up
BHEL,BHEL,Industrials,1060,45.4,ranked,975,47.2,ranked,975,47.2,ranked,-85,-1.8,down,0,0,unchanged,-85,-1.8,down
CHOICEIN,CHOICE INTERNATIONAL LTD,Financial Services,1061,45.4,ranked,744,49.8,ranked,744,49.8,ranked,-317,-4.4,down,0,0,unchanged,-317,-4.4,down
RESPONIND,RESPONSIVE INDUSTRIES LTD,Basic Materials,1062,45.4,ranked,1082,45.4,ranked,1082,45.4,ranked,20,0,up,0,0,unchanged,20,0,up
ALLTIME,ALL TIME PLASTICS LIMITED,Consumer Defensive,1063,45.4,ranked,832,48.9,ranked,832,48.9,ranked,-231,-3.5,down,0,0,unchanged,-231,-3.5,down
SOLEX,SOLEX ENERGY LIMITED,Technology,1064,45.4,ranked,541,51.7,ranked,541,51.7,ranked,-523,-6.3,down,0,0,unchanged,-523,-6.3,down
GTLINFRA,GTL INFRA.LTD,Technology,1065,45.4,ranked,1110,44.8,ranked,1110,44.8,ranked,45,0.6,up,0,0,unchanged,45,0.6,up
SBILIFE,SBI LIFE INSURANCE CO LTD,Financial Services,1066,45.3,ranked,1179,43.3,ranked,1179,43.3,ranked,113,2,up,0,0,unchanged,113,2,up
BANDHANBNK,BANDHAN BANK LIMITED,Financial Services,1067,45.3,ranked,902,48.1,ranked,902,48.1,ranked,-165,-2.8,down,0,0,unchanged,-165,-2.8,down
PRESTIGE,PRESTIGE ESTATE LTD,Real Estate,1068,45.3,ranked,299,54.3,ranked,299,54.3,ranked,-769,-9,down,0,0,unchanged,-769,-9,down
DEVYANI,DEVYANI INTERNATIONAL LTD,Consumer Cyclical,1069,45.3,ranked,1098,45,ranked,1098,45,ranked,29,0.3,up,0,0,unchanged,29,0.3,up
BLUSPRING,BLUSPRING ENTERPRISES LTD,Industrials,1070,45.3,ranked,1057,46,ranked,1057,46,ranked,-13,-0.7,down,0,0,unchanged,-13,-0.7,down
MADRASFERT,MADRAS FERTILISERS LTD,Basic Materials,1071,45.3,ranked,961,47.3,ranked,961,47.3,ranked,-110,-2,down,0,0,unchanged,-110,-2,down
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,Energy,1072,45.2,ranked,994,46.8,ranked,994,46.8,ranked,-78,-1.6,down,0,0,unchanged,-78,-1.6,down
CENTUM,CENTUM ELECTRONICS LTD,Technology,1073,45.2,ranked,1285,39.5,ranked,1285,39.5,ranked,212,5.7,up,0,0,unchanged,212,5.7,up
LMW,LMW LIMITED,Industrials,1074,45.2,ranked,1295,39,ranked,1295,39,ranked,221,6.2,up,0,0,unchanged,221,6.2,up
AVANTEL,AVANTEL LIMITED,Technology,1075,45.2,ranked,971,47.2,ranked,971,47.2,ranked,-104,-2,down,0,0,unchanged,-104,-2,down
MARSONS,MARSONS LIMITED,Industrials,1076,45.2,ranked,679,50.5,ranked,679,50.5,ranked,-397,-5.3,down,0,0,unchanged,-397,-5.3,down
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,Financial Services,1077,45.1,ranked,932,47.7,ranked,932,47.7,ranked,-145,-2.6,down,0,0,unchanged,-145,-2.6,down
HONAUT,HONEYWELL AUTOMATION IND,Industrials,1078,45.1,ranked,963,47.2,ranked,963,47.2,ranked,-115,-2.1,down,0,0,unchanged,-115,-2.1,down
JUBLPHARMA,JUBILANT PHARMOVA LTD,Healthcare,1079,45.1,ranked,1101,44.9,ranked,1101,44.9,ranked,22,0.2,up,0,0,unchanged,22,0.2,up
ABDL,ALLIED BLEND N DISTILS L,Consumer Defensive,1080,45.1,ranked,1013,46.5,ranked,1013,46.5,ranked,-67,-1.4,down,0,0,unchanged,-67,-1.4,down
RCF,RASHTRIYA CHEMICALS & FER,Basic Materials,1081,45.1,ranked,881,48.4,ranked,881,48.4,ranked,-200,-3.3,down,0,0,unchanged,-200,-3.3,down
DSSL,DYNACONS SYS & SOLN LTD,Technology,1082,45.1,ranked,885,48.4,ranked,885,48.4,ranked,-197,-3.3,down,0,0,unchanged,-197,-3.3,down
HARDWYN,HARDWYN INDIA LIMITED,Industrials,1083,45.1,ranked,898,48.2,ranked,898,48.2,ranked,-185,-3.1,down,0,0,unchanged,-185,-3.1,down
EMSLIMITED,EMS LIMITED,Industrials,1084,45.1,ranked,831,48.9,ranked,831,48.9,ranked,-253,-3.8,down,0,0,unchanged,-253,-3.8,down
IMAGICAA,IMAGICAAWORLD ENT LTD,Communication Services,1085,45,ranked,1104,44.9,ranked,1104,44.9,ranked,19,0.1,up,0,0,unchanged,19,0.1,up
ZENTEC,ZEN TECHNOLOGIES LIMITED,Industrials,1086,45,ranked,1212,42.5,ranked,1212,42.5,ranked,126,2.5,up,0,0,unchanged,126,2.5,up
BHAGCHEM,BHAGIRADHA CHEM & INDS L,Basic Materials,1087,45,ranked,1190,43.2,ranked,1190,43.2,ranked,103,1.8,up,0,0,unchanged,103,1.8,up
GKWLIMITED,GKW LIMITED,Industrials,1088,45,ranked,916,48,ranked,916,48,ranked,-172,-3,down,0,0,unchanged,-172,-3,down
DRREDDY,DR. REDDY S LABORATORIES,Healthcare,1089,44.9,ranked,1105,44.8,ranked,1105,44.8,ranked,16,0.1,up,0,0,unchanged,16,0.1,up
UNOMINDA,UNO MINDA LIMITED,Consumer Cyclical,1090,44.9,ranked,834,48.8,ranked,834,48.8,ranked,-256,-3.9,down,0,0,unchanged,-256,-3.9,down
KEC,KEC INTL. LIMITED,Industrials,1091,44.9,ranked,1138,44.1,ranked,1138,44.1,ranked,47,0.8,up,0,0,unchanged,47,0.8,up
SYMPHONY,SYMPHONY LIMITED,Consumer Cyclical,1092,44.9,ranked,950,47.5,ranked,950,47.5,ranked,-142,-2.6,down,0,0,unchanged,-142,-2.6,down
SHALBY,SHALBY LIMITED,Healthcare,1093,44.9,ranked,1099,45,ranked,1099,45,ranked,6,-0.1,up,0,0,unchanged,6,-0.1,up
MBAPL,MADHYA BHARAT AGRO P. LTD,Basic Materials,1094,44.9,ranked,1130,44.4,ranked,1130,44.4,ranked,36,0.5,up,0,0,unchanged,36,0.5,up
SIGMAADV,SIGMA ADVANCED SYSTEM LTD,Industrials,1095,44.9,ranked,589,51.3,ranked,589,51.3,ranked,-506,-6.4,down,0,0,unchanged,-506,-6.4,down
GOCOLORS,GO FASHION INDIA LTD,Consumer Cyclical,1096,44.8,ranked,1141,44,ranked,1141,44,ranked,45,0.8,up,0,0,unchanged,45,0.8,up
RHETAN,RHETAN TMT LIMITED,Basic Materials,1097,44.8,ranked,1019,46.5,ranked,1019,46.5,ranked,-78,-1.7,down,0,0,unchanged,-78,-1.7,down
TASTYBITE,TASTY BITE EATABLES LTD,Consumer Defensive,1098,44.8,ranked,861,48.6,ranked,861,48.6,ranked,-237,-3.8,down,0,0,unchanged,-237,-3.8,down
HGS,HINDUJA GLOBAL SOLS. LTD.,Industrials,1099,44.8,ranked,,,insufficient valuation data,,,insufficient valuation data,,,newly ranked,,,unranked,,,newly ranked
BHARATFORG,BHARAT FORGE LTD,Consumer Cyclical,1100,44.6,ranked,1154,43.7,ranked,1154,43.7,ranked,54,0.9,up,0,0,unchanged,54,0.9,up
THOMASCOOK,THOMAS COOK (INDIA) LTD,Consumer Cyclical,1101,44.5,ranked,1233,41.8,ranked,1233,41.8,ranked,132,2.7,up,0,0,unchanged,132,2.7,up
ANUP,THE ANUP ENGINEERING LTD,Industrials,1102,44.5,ranked,888,48.3,ranked,888,48.3,ranked,-214,-3.8,down,0,0,unchanged,-214,-3.8,down
SANATHAN,SANATHAN TEXTILES LIMITED,Consumer Cyclical,1103,44.5,ranked,908,48.1,ranked,908,48.1,ranked,-195,-3.6,down,0,0,unchanged,-195,-3.6,down
SHANTIGEAR,SHANTHI GEARS LTD,Industrials,1104,44.5,ranked,972,47.2,ranked,972,47.2,ranked,-132,-2.7,down,0,0,unchanged,-132,-2.7,down
PRECAM,PRECISION CAMSHAFTS LTD.,Consumer Cyclical,1105,44.5,ranked,1151,43.8,ranked,1151,43.8,ranked,46,0.7,up,0,0,unchanged,46,0.7,up
ARSSBL,ANAND RATHI SH N STK BR L,Financial Services,1106,44.5,ranked,1139,44.1,ranked,1139,44.1,ranked,33,0.4,up,0,0,unchanged,33,0.4,up
ABLBL,ADITYA BIRLA LIFES BRAN L,Consumer Cyclical,1107,44.4,ranked,905,48.1,ranked,905,48.1,ranked,-202,-3.7,down,0,0,unchanged,-202,-3.7,down
IXIGO,LE TRAVENUES TECHNOLOGY L,Consumer Cyclical,1108,44.4,ranked,378,53.4,ranked,378,53.4,ranked,-730,-9,down,0,0,unchanged,-730,-9,down
RAYMONDLSL,RAYMOND LIFESTYLE LIMITED,Consumer Cyclical,1109,44.4,ranked,1030,46.3,ranked,1030,46.3,ranked,-79,-1.9,down,0,0,unchanged,-79,-1.9,down
TI,TILAKNAGAR INDUSTRIES LTD,Consumer Defensive,1110,44.4,ranked,728,50,ranked,728,50,ranked,-382,-5.6,down,0,0,unchanged,-382,-5.6,down
OPTIEMUS,OPTIEMUS INFRACOM LTD,Technology,1111,44.4,ranked,1145,43.9,ranked,1145,43.9,ranked,34,0.5,up,0,0,unchanged,34,0.5,up
WEL,WONDER ELECTRICALS LTD,Consumer Cyclical,1112,44.4,ranked,1311,36.8,ranked,1311,36.8,ranked,199,7.6,up,0,0,unchanged,199,7.6,up
SBC,SBC EXPORTS LIMITED,Industrials,1113,44.4,ranked,1125,44.5,ranked,1125,44.5,ranked,12,-0.1,up,0,0,unchanged,12,-0.1,up
TATATECH,TATA TECHNOLOGIES LIMITED,Technology,1114,44.3,ranked,1148,43.8,ranked,1148,43.8,ranked,34,0.5,up,0,0,unchanged,34,0.5,up
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,Basic Materials,1115,44.3,ranked,643,50.8,ranked,643,50.8,ranked,-472,-6.5,down,0,0,unchanged,-472,-6.5,down
SWELECTES,SWELECT ENERGY SYS LTD,Technology,1116,44.3,ranked,1017,46.5,ranked,1017,46.5,ranked,-99,-2.2,down,0,0,unchanged,-99,-2.2,down
GEOJITFSL,GEOJIT FINANCIAL SER L,Financial Services,1117,44.3,ranked,1083,45.4,ranked,1083,45.4,ranked,-34,-1.1,down,0,0,unchanged,-34,-1.1,down
MTNL,MAHANAGAR TELEPHONE NIGAM,Communication Services,1118,44.3,ranked,,,insufficient valuation data,,,insufficient valuation data,,,newly ranked,,,unranked,,,newly ranked
NTPCGREEN,NTPC GREEN ENERGY LIMITED,Utilities,1119,44.2,ranked,1226,42.1,ranked,1226,42.1,ranked,107,2.1,up,0,0,unchanged,107,2.1,up
MAXESTATES,MAX ESTATES LIMITED,Real Estate,1120,44.2,ranked,1046,46.1,ranked,1046,46.1,ranked,-74,-1.9,down,0,0,unchanged,-74,-1.9,down
BFUTILITIE,BF UTILITIES LIMITED,Industrials,1121,44.2,ranked,804,49.2,ranked,804,49.2,ranked,-317,-5,down,0,0,unchanged,-317,-5,down
TTML,TATA TELESERV(MAHARASTRA),Communication Services,1122,44.2,ranked,1100,45,ranked,1100,45,ranked,-22,-0.8,down,0,0,unchanged,-22,-0.8,down
EMBDL,EMBASSY DEVELOPMENTS LTD,Real Estate,1123,44.1,ranked,,,insufficient valuation data,,,insufficient valuation data,,,newly ranked,,,unranked,,,newly ranked
NIACL,THE NEW INDIA ASSU CO LTD,Financial Services,1124,44,ranked,855,48.6,ranked,855,48.6,ranked,-269,-4.6,down,0,0,unchanged,-269,-4.6,down
DALMIASUG,DALMIA BHARAT SUG IN LTD,Consumer Defensive,1125,44,ranked,1089,45.2,ranked,1089,45.2,ranked,-36,-1.2,down,0,0,unchanged,-36,-1.2,down
KOLTEPATIL,KOLTE PATIL DEV. LTD.,Real Estate,1126,44,ranked,1206,42.8,ranked,1206,42.8,ranked,80,1.2,up,0,0,unchanged,80,1.2,up
URBANCO,URBAN COMPANY LIMITED,Technology,1127,44,ranked,,,insufficient valuation data,,,insufficient valuation data,,,newly ranked,,,unranked,,,newly ranked
JYOTISTRUC,JYOTI STRUCTURES LTD,Industrials,1128,44,ranked,1136,44.2,ranked,1136,44.2,ranked,8,-0.2,up,0,0,unchanged,8,-0.2,up
MAHLOG,MAHINDRA LOGISTIC LIMITED,Industrials,1129,43.9,ranked,1109,44.8,ranked,1109,44.8,ranked,-20,-0.9,down,0,0,unchanged,-20,-0.9,down
GREENPANEL,GREENPANEL INDUSTRIES LTD,Basic Materials,1130,43.9,ranked,1234,41.7,ranked,1234,41.7,ranked,104,2.2,up,0,0,unchanged,104,2.2,up
BOROLTD,BOROSIL LIMITED,Consumer Cyclical,1131,43.9,ranked,1081,45.4,ranked,1081,45.4,ranked,-50,-1.5,down,0,0,unchanged,-50,-1.5,down
DELTACORP,DELTA CORP LIMITED,Consumer Cyclical,1132,43.9,ranked,1134,44.2,ranked,1134,44.2,ranked,2,-0.3,up,0,0,unchanged,2,-0.3,up
ESAFSFB,ESAF SMALL FINANCE BANK L,Financial Services,1133,43.9,ranked,,,insufficient valuation data,,,insufficient valuation data,,,newly ranked,,,unranked,,,newly ranked
HATSUN,HATSUN AGRO PRODUCT LTD.,Consumer Defensive,1134,43.8,ranked,1106,44.8,ranked,1106,44.8,ranked,-28,-1,down,0,0,unchanged,-28,-1,down
LUXIND,LUX INDUSTRIES LIMITED,Consumer Cyclical,1135,43.8,ranked,1117,44.6,ranked,1117,44.6,ranked,-18,-0.8,down,0,0,unchanged,-18,-0.8,down
MUFIN,MUFIN GREEN FINANCE LTD,Financial Services,1136,43.8,ranked,1177,43.4,ranked,1177,43.4,ranked,41,0.4,up,0,0,unchanged,41,0.4,up
BOSCH-HCIL,BOSCH HOME COMFRT IND LTD,Consumer Cyclical,1137,43.8,ranked,1299,38.5,ranked,1299,38.5,ranked,162,5.3,up,0,0,unchanged,162,5.3,up
OAL,ORIENTAL AROMATICS LTD,Basic Materials,1138,43.8,ranked,1037,46.2,ranked,1037,46.2,ranked,-101,-2.4,down,0,0,unchanged,-101,-2.4,down
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,Real Estate,1139,43.8,ranked,805,49.2,ranked,805,49.2,ranked,-334,-5.4,down,0,0,unchanged,-334,-5.4,down
GREENPOWER,ORIENT GREEN POWER CO LTD,Utilities,1140,43.8,ranked,1020,46.5,ranked,1020,46.5,ranked,-120,-2.7,down,0,0,unchanged,-120,-2.7,down
NEOGEN,NEOGEN CHEMICALS LIMITED,Basic Materials,1141,43.7,ranked,1129,44.4,ranked,1129,44.4,ranked,-12,-0.7,down,0,0,unchanged,-12,-0.7,down
TARIL,TRANS & RECTI. LTD,Industrials,1142,43.7,ranked,1128,44.4,ranked,1128,44.4,ranked,-14,-0.7,down,0,0,unchanged,-14,-0.7,down
SKIPPER,SKIPPER LIMITED,Industrials,1143,43.7,ranked,1010,46.6,ranked,1010,46.6,ranked,-133,-2.9,down,0,0,unchanged,-133,-2.9,down
PRABHA,PRABHA ENERGY LIMITED,Energy,1144,43.7,ranked,1185,43.3,ranked,1185,43.3,ranked,41,0.4,up,0,0,unchanged,41,0.4,up
PENIND,PENNAR INDUSTRIES LTD,Industrials,1145,43.6,ranked,955,47.4,ranked,955,47.4,ranked,-190,-3.8,down,0,0,unchanged,-190,-3.8,down
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,Consumer Defensive,1146,43.6,ranked,1155,43.7,ranked,1155,43.7,ranked,9,-0.1,up,0,0,unchanged,9,-0.1,up
JTEKTINDIA,JTEKT INDIA LIMITED,Consumer Cyclical,1147,43.6,ranked,1069,45.7,ranked,1069,45.7,ranked,-78,-2.1,down,0,0,unchanged,-78,-2.1,down
WHEELS,WHEELS INDIA LTD,Consumer Cyclical,1148,43.6,ranked,1245,41.5,ranked,1245,41.5,ranked,97,2.1,up,0,0,unchanged,97,2.1,up
BBL,BHARAT BIJLEE LTD,Industrials,1149,43.6,ranked,1194,43,ranked,1194,43,ranked,45,0.6,up,0,0,unchanged,45,0.6,up
DCAL,DISHMAN CARBO AMCIS LTD,Healthcare,1150,43.6,ranked,927,47.8,ranked,927,47.8,ranked,-223,-4.2,down,0,0,unchanged,-223,-4.2,down
E2E,E2E NETWORKS LIMITED,Technology,1151,43.6,ranked,1094,45.1,ranked,1094,45.1,ranked,-57,-1.5,down,0,0,unchanged,-57,-1.5,down
NSLNISP,NMDC STEEL LIMITED,Basic Materials,1152,43.6,ranked,1096,45.1,ranked,1096,45.1,ranked,-56,-1.5,down,0,0,unchanged,-56,-1.5,down
MAXHEALTH,MAX HEALTHCARE INS LTD,Healthcare,1153,43.5,ranked,864,48.5,ranked,864,48.5,ranked,-289,-5,down,0,0,unchanged,-289,-5,down
TRIDENT,TRIDENT LIMITED,Consumer Cyclical,1154,43.5,ranked,1174,43.4,ranked,1174,43.4,ranked,20,0.1,up,0,0,unchanged,20,0.1,up
RELAXO,RELAXO FOOT LTD.,Consumer Cyclical,1155,43.5,ranked,954,47.4,ranked,954,47.4,ranked,-201,-3.9,down,0,0,unchanged,-201,-3.9,down
RAMCOSYS,RAMCO SYSTEMS LTD.,Technology,1156,43.5,ranked,418,53,ranked,418,53,ranked,-738,-9.5,down,0,0,unchanged,-738,-9.5,down
SHREDIGCEM,SHREE DIGVIJAY CEM CO LTD,Basic Materials,1157,43.5,ranked,1220,42.4,ranked,1220,42.4,ranked,63,1.1,up,0,0,unchanged,63,1.1,up
RENUKA,SHREE RENUKA SUGARS LTD,Consumer Defensive,1158,43.5,ranked,,,insufficient overall coverage,,,insufficient overall coverage,,,newly ranked,,,unranked,,,newly ranked
ASHIANA,ASHIANA HOUSING LTD,Real Estate,1159,43.4,ranked,1119,44.6,ranked,1119,44.6,ranked,-40,-1.2,down,0,0,unchanged,-40,-1.2,down
CENTRUM,CENTRUM CAPITAL LIMITED,Financial Services,1160,43.4,ranked,1259,41.1,ranked,1259,41.1,ranked,99,2.3,up,0,0,unchanged,99,2.3,up
HPL,HPL ELECTRIC & POWER LTD,Industrials,1161,43.3,ranked,1235,41.7,ranked,1235,41.7,ranked,74,1.6,up,0,0,unchanged,74,1.6,up
STEELXIND,STEEL EXCHANGE INDIA LTD,Basic Materials,1162,43.3,ranked,1002,46.8,ranked,1002,46.8,ranked,-160,-3.5,down,0,0,unchanged,-160,-3.5,down
HINDOILEXP,HINDUSTAN OIL EXPLORATION,Energy,1163,43.3,ranked,1227,42.1,ranked,1227,42.1,ranked,64,1.2,up,0,0,unchanged,64,1.2,up
HINDWAREAP,HINDWARE HME INOVATON LTD,Consumer Cyclical,1164,43.3,ranked,1172,43.5,ranked,1172,43.5,ranked,8,-0.2,up,0,0,unchanged,8,-0.2,up
INDUSINDBK,INDUSIND BANK LIMITED,Financial Services,1165,43.2,ranked,1123,44.5,ranked,1123,44.5,ranked,-42,-1.3,down,0,0,unchanged,-42,-1.3,down
ZEEL,ZEE ENTERTAINMENT ENT LTD,Communication Services,1166,43.2,ranked,895,48.2,ranked,895,48.2,ranked,-271,-5,down,0,0,unchanged,-271,-5,down
PATELENG,PATEL ENGINEERING LTD.,Industrials,1167,43.2,ranked,1103,44.9,ranked,1103,44.9,ranked,-64,-1.7,down,0,0,unchanged,-64,-1.7,down
OLECTRA,OLECTRA GREENTECH LIMITED,Industrials,1168,43.2,ranked,967,47.2,ranked,967,47.2,ranked,-201,-4,down,0,0,unchanged,-201,-4,down
SOLARA,SOLARA ACTIVE PHA SCI LTD,Healthcare,1169,43.2,ranked,1065,45.8,ranked,1065,45.8,ranked,-104,-2.6,down,0,0,unchanged,-104,-2.6,down
HDFCLIFE,HDFC LIFE INS CO LTD,Financial Services,1170,43.1,ranked,1191,43.1,ranked,1191,43.1,ranked,21,0,up,0,0,unchanged,21,0,up
ANURAS,ANUPAM RASAYAN INDIA LTD,Basic Materials,1171,43.1,ranked,1282,39.7,ranked,1282,39.7,ranked,111,3.4,up,0,0,unchanged,111,3.4,up
YATRA,YATRA ONLINE LIMITED,Consumer Cyclical,1172,43.1,ranked,923,47.9,ranked,923,47.9,ranked,-249,-4.8,down,0,0,unchanged,-249,-4.8,down
NELCAST,NELCAST LIMITED,Industrials,1173,43.1,ranked,1207,42.8,ranked,1207,42.8,ranked,34,0.3,up,0,0,unchanged,34,0.3,up
MARINE,MARINE ELECTRICAL (I) LTD,Industrials,1174,43.1,ranked,1181,43.3,ranked,1181,43.3,ranked,7,-0.2,up,0,0,unchanged,7,-0.2,up
RPSGVENT,RPSG VENTURES LIMITED,Technology,1175,43.1,ranked,1079,45.5,ranked,1079,45.5,ranked,-96,-2.4,down,0,0,unchanged,-96,-2.4,down
SEPC,SEPC LIMITED,Industrials,1176,43.1,ranked,1000,46.8,ranked,1000,46.8,ranked,-176,-3.7,down,0,0,unchanged,-176,-3.7,down
WINDMACHIN,WINDSOR MACHINES LIMITED,Industrials,1177,43.1,ranked,1184,43.3,ranked,1184,43.3,ranked,7,-0.2,up,0,0,unchanged,7,-0.2,up
MICEL,MIC ELECTRONICS LTD,Technology,1178,43.1,ranked,1292,39.2,ranked,1292,39.2,ranked,114,3.9,up,0,0,unchanged,114,3.9,up
QUADFUTURE,QUADRANT FUTURE TEK LTD,Industrials,1179,43.1,ranked,,,insufficient valuation data,,,insufficient valuation data,,,newly ranked,,,unranked,,,newly ranked
KIOCL,KIOCL LIMITED,Basic Materials,1180,43.1,ranked,1137,44.2,ranked,1137,44.2,ranked,-43,-1.1,down,0,0,unchanged,-43,-1.1,down
TATAPOWER,TATA POWER CO LTD,Utilities,1181,43,ranked,1253,41.1,ranked,1253,41.1,ranked,72,1.9,up,0,0,unchanged,72,1.9,up
BATAINDIA,BATA INDIA LTD,Consumer Cyclical,1182,43,ranked,1209,42.7,ranked,1209,42.7,ranked,27,0.3,up,0,0,unchanged,27,0.3,up
SUNDROP,SUNDROP BRANDS LIMITED,Consumer Defensive,1183,43,ranked,1223,42.2,ranked,1223,42.2,ranked,40,0.8,up,0,0,unchanged,40,0.8,up
