ticker,shortName,sector,current_rank,current_score,current_score_status,staged_rank,staged_score,staged_score_status,pushed_rank,pushed_score,pushed_score_status,rank_vs_staged,score_vs_staged,movement_vs_staged,staged_rank_vs_pushed,staged_score_vs_pushed,staged_movement_vs_pushed,rank_vs_pushed,score_vs_pushed,movement_vs_pushed
INNOVACAP,INNOVA CAPTAB LIMITED,Healthcare,507,52.4,ranked,348,53.8,ranked,348,53.8,ranked,-159,-1.4,down,0,0,unchanged,-159,-1.4,down
SIRCA,SIRCA PAINT INDIA LIMITED,Basic Materials,508,52.4,ranked,206,55.5,ranked,206,55.5,ranked,-302,-3.1,down,0,0,unchanged,-302,-3.1,down
NIRLON,NIRLON LTD,Real Estate,509,52.3,ranked,641,50.8,ranked,641,50.8,ranked,132,1.5,up,0,0,unchanged,132,1.5,up
NUCLEUS,NUCLEUS SOFTWARE EXPORTS,Technology,510,52.3,ranked,470,52.5,ranked,470,52.5,ranked,-40,-0.2,down,0,0,unchanged,-40,-0.2,down
TVSMOTOR,TVS MOTOR COMPANY  LTD,Consumer Cyclical,511,52.3,ranked,777,49.5,ranked,777,49.5,ranked,266,2.8,up,0,0,unchanged,266,2.8,up
MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,Consumer Cyclical,512,52.3,ranked,726,50,ranked,726,50,ranked,214,2.3,up,0,0,unchanged,214,2.3,up
BAYERCROP,BAYER CROPSCIENCE LTD,Basic Materials,513,52.3,ranked,189,55.8,ranked,189,55.8,ranked,-324,-3.5,down,0,0,unchanged,-324,-3.5,down
RAINBOW,RAINBOW CHILDRENS MED LTD,Healthcare,514,52.3,ranked,290,54.4,ranked,290,54.4,ranked,-224,-2.1,down,0,0,unchanged,-224,-2.1,down
GODFRYPHLP,GODFREY PHILLIPS INDIA LT,Consumer Defensive,515,52.2,ranked,124,57,ranked,124,57,ranked,-391,-4.8,down,0,0,unchanged,-391,-4.8,down
TECHNOE,TECHNO ELEC & ENG CO. LTD,Industrials,516,52.2,ranked,426,52.9,ranked,426,52.9,ranked,-90,-0.7,down,0,0,unchanged,-90,-0.7,down
SUPRIYA,SUPRIYA LIFESCIENCE LTD,Healthcare,517,52.2,ranked,128,56.9,ranked,128,56.9,ranked,-389,-4.7,down,0,0,unchanged,-389,-4.7,down
ASIANPAINT,ASIAN PAINTS LIMITED,Basic Materials,518,52.2,ranked,427,52.9,ranked,427,52.9,ranked,-91,-0.7,down,0,0,unchanged,-91,-0.7,down
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,Financial Services,519,52.2,ranked,561,51.6,ranked,561,51.6,ranked,42,0.6,up,0,0,unchanged,42,0.6,up
VTL,VARDHMAN TEXTILES LIMITED,Consumer Cyclical,520,52.2,ranked,920,47.9,ranked,920,47.9,ranked,400,4.3,up,0,0,unchanged,400,4.3,up
GOODLUCK,GOODLUCK INDIA LIMITED,Basic Materials,521,52.2,ranked,1006,46.7,ranked,1006,46.7,ranked,485,5.5,up,0,0,unchanged,485,5.5,up
TCPLPACK,TCPL PACKAGING LIMITED,Consumer Cyclical,522,52.1,ranked,928,47.8,ranked,928,47.8,ranked,406,4.3,up,0,0,unchanged,406,4.3,up
STALLION,STALLION IND FLUOROCHEM L,Basic Materials,523,52.1,ranked,690,50.4,ranked,690,50.4,ranked,167,1.7,up,0,0,unchanged,167,1.7,up
APEX,APEX FROZEN FOODS LIMITED,Consumer Defensive,524,52.1,ranked,730,50,ranked,730,50,ranked,206,2.1,up,0,0,unchanged,206,2.1,up
KRSNAA,KRSNAA DIAGNOSTICS LTD,Healthcare,525,52.1,ranked,292,54.4,ranked,292,54.4,ranked,-233,-2.3,down,0,0,unchanged,-233,-2.3,down
RELIANCE,RELIANCE INDUSTRIES LTD,Energy,526,52.1,ranked,445,52.7,ranked,445,52.7,ranked,-81,-0.6,down,0,0,unchanged,-81,-0.6,down
ADANIENSOL,ADANI ENERGY SOLUTION LTD,Utilities,527,52.1,ranked,1071,45.6,ranked,1071,45.6,ranked,544,6.5,up,0,0,unchanged,544,6.5,up
ANANTRAJ,ANANT RAJ LIMITED,Real Estate,528,52.1,ranked,312,54.1,ranked,312,54.1,ranked,-216,-2,down,0,0,unchanged,-216,-2,down
HONASA,HONASA CONSUMER LIMITED,Consumer Defensive,529,52.1,ranked,416,53,ranked,416,53,ranked,-113,-0.9,down,0,0,unchanged,-113,-0.9,down
GARFIBRES,GARWARE TECH FIBRES LTD,Consumer Cyclical,530,52.1,ranked,622,51.1,ranked,622,51.1,ranked,92,1,up,0,0,unchanged,92,1,up
SAMHI,SAMHI HOTELS LIMITED,Consumer Cyclical,531,52.1,ranked,269,54.7,ranked,269,54.7,ranked,-262,-2.6,down,0,0,unchanged,-262,-2.6,down
IIFLCAPS,IIFL CAPITAL SERVICES LTD,Financial Services,532,52,ranked,474,52.4,ranked,474,52.4,ranked,-58,-0.4,down,0,0,unchanged,-58,-0.4,down
EDELWEISS,EDELWEISS FIN SERV LTD,Financial Services,533,52,ranked,1036,46.2,ranked,1036,46.2,ranked,503,5.8,up,0,0,unchanged,503,5.8,up
ALICON,ALICON CASTALLOY LIMITED,Industrials,534,52,ranked,1052,46,ranked,1052,46,ranked,518,6,up,0,0,unchanged,518,6,up
MGL,MAHANAGAR GAS LTD.,Utilities,535,52,ranked,440,52.8,ranked,440,52.8,ranked,-95,-0.8,down,0,0,unchanged,-95,-0.8,down
GATEWAY,GATEWAY DISTRIPARKS LTD,Industrials,536,52,ranked,211,55.4,ranked,211,55.4,ranked,-325,-3.4,down,0,0,unchanged,-325,-3.4,down
ULTRACEMCO,ULTRATECH CEMENT LIMITED,Basic Materials,537,52,ranked,666,50.7,ranked,666,50.7,ranked,129,1.3,up,0,0,unchanged,129,1.3,up
BHARTIHEXA,BHARTI HEXACOM LIMITED,Communication Services,538,52,ranked,647,50.8,ranked,647,50.8,ranked,109,1.2,up,0,0,unchanged,109,1.2,up
FEDERALBNK,FEDERAL BANK LTD,Financial Services,539,52,ranked,693,50.4,ranked,693,50.4,ranked,154,1.6,up,0,0,unchanged,154,1.6,up
APARINDS,APAR INDUSTRIES LTD.,Industrials,540,52,ranked,953,47.4,ranked,953,47.4,ranked,413,4.6,up,0,0,unchanged,413,4.6,up
BASF,BASF INDIA LTD,Basic Materials,541,52,ranked,851,48.6,ranked,851,48.6,ranked,310,3.4,up,0,0,unchanged,310,3.4,up
BORORENEW,BOROSIL RENEWABLES LTD,Technology,542,51.9,ranked,317,54,ranked,317,54,ranked,-225,-2.1,down,0,0,unchanged,-225,-2.1,down
FDC,FDC LIMITED,Healthcare,543,51.9,ranked,50,59,ranked,50,59,ranked,-493,-7.1,down,0,0,unchanged,-493,-7.1,down
JAGRAN,JAGRAN PRAKASHAN LIMITED,Communication Services,544,51.9,ranked,663,50.7,ranked,663,50.7,ranked,119,1.2,up,0,0,unchanged,119,1.2,up
ETERNAL,ETERNAL LIMITED,Consumer Cyclical,545,51.9,ranked,192,55.7,ranked,192,55.7,ranked,-353,-3.8,down,0,0,unchanged,-353,-3.8,down
FIVESTAR,FIVE-STAR BUS FIN LTD,Financial Services,546,51.9,ranked,172,56.1,ranked,172,56.1,ranked,-374,-4.2,down,0,0,unchanged,-374,-4.2,down
CYIENT,CYIENT LIMITED,Industrials,547,51.9,ranked,817,49,ranked,817,49,ranked,270,2.9,up,0,0,unchanged,270,2.9,up
MBEL,M AND B ENGINEERING LTD,Industrials,548,51.9,ranked,322,54,ranked,322,54,ranked,-226,-2.1,down,0,0,unchanged,-226,-2.1,down
VESUVIUS,VESUVIUS INDIA LTD,Industrials,549,51.8,ranked,615,51.1,ranked,615,51.1,ranked,66,0.7,up,0,0,unchanged,66,0.7,up
V2RETAIL,V2 RETAIL LIMITED,Consumer Cyclical,550,51.8,ranked,657,50.7,ranked,657,50.7,ranked,107,1.1,up,0,0,unchanged,107,1.1,up
TFCILTD,TOURISM FINANCE CORP. OF,Financial Services,551,51.8,ranked,968,47.2,ranked,968,47.2,ranked,417,4.6,up,0,0,unchanged,417,4.6,up
ADANIPORTS,ADANI PORT & SEZ LTD,Industrials,552,51.8,ranked,558,51.6,ranked,558,51.6,ranked,6,0.2,up,0,0,unchanged,6,0.2,up
KALYANKJIL,KALYAN JEWELLERS IND LTD,Consumer Cyclical,553,51.8,ranked,545,51.7,ranked,545,51.7,ranked,-8,0.1,down,0,0,unchanged,-8,0.1,down
BRIGADE,BRIGADE ENTER. LTD,Real Estate,554,51.8,ranked,802,49.2,ranked,802,49.2,ranked,248,2.6,up,0,0,unchanged,248,2.6,up
DOLLAR,DOLLAR INDUSTRIES LIMITED,Consumer Cyclical,555,51.8,ranked,423,53,ranked,423,53,ranked,-132,-1.2,down,0,0,unchanged,-132,-1.2,down
IGPL,I G PETROCHEMICALS LTD,Basic Materials,556,51.8,ranked,1023,46.4,ranked,1023,46.4,ranked,467,5.4,up,0,0,unchanged,467,5.4,up
SUNCLAY,SUNDARAM CLAYTON LIMITED,Industrials,557,51.7,ranked,766,49.7,ranked,766,49.7,ranked,209,2,up,0,0,unchanged,209,2,up
MOTISONS,MOTISONS JEWELLERS LTD,Consumer Cyclical,558,51.7,ranked,542,51.7,ranked,542,51.7,ranked,-16,0,down,0,0,unchanged,-16,0,down
METROBRAND,METRO BRANDS LIMITED,Consumer Cyclical,559,51.7,ranked,335,53.9,ranked,335,53.9,ranked,-224,-2.2,down,0,0,unchanged,-224,-2.2,down
IGL,INDRAPRASTHA GAS LTD,Utilities,560,51.7,ranked,438,52.8,ranked,438,52.8,ranked,-122,-1.1,down,0,0,unchanged,-122,-1.1,down
EIEL,ENVIRO INFRA ENGINEERS L,Industrials,561,51.7,ranked,342,53.8,ranked,342,53.8,ranked,-219,-2.1,down,0,0,unchanged,-219,-2.1,down
LTTS,L&T TECHNOLOGY SER. LTD.,Technology,562,51.7,ranked,935,47.7,ranked,935,47.7,ranked,373,4,up,0,0,unchanged,373,4,up
IRB,IRB INFRA DEV LTD.,Industrials,563,51.7,ranked,911,48,ranked,911,48,ranked,348,3.7,up,0,0,unchanged,348,3.7,up
SOBHA,SOBHA LIMITED,Real Estate,564,51.7,ranked,869,48.5,ranked,869,48.5,ranked,305,3.2,up,0,0,unchanged,305,3.2,up
NOVARTIND,NOVARTIS INDIA LIMITED,Healthcare,565,51.6,ranked,688,50.4,ranked,688,50.4,ranked,123,1.2,up,0,0,unchanged,123,1.2,up
SPECTRUM,SPECTRUM ELECTRIC IND LTD,Industrials,566,51.6,ranked,516,52,ranked,516,52,ranked,-50,-0.4,down,0,0,unchanged,-50,-0.4,down
DOLATALGO,DOLAT ALGOTECH LIMITED,Financial Services,567,51.6,ranked,1038,46.2,ranked,1038,46.2,ranked,471,5.4,up,0,0,unchanged,471,5.4,up
PRICOLLTD,PRICOL LIMITED,Consumer Cyclical,568,51.6,ranked,234,55.1,ranked,234,55.1,ranked,-334,-3.5,down,0,0,unchanged,-334,-3.5,down
SURAJEST,SURAJ ESTATE DEVELOPERS L,Real Estate,569,51.6,ranked,815,49.1,ranked,815,49.1,ranked,246,2.5,up,0,0,unchanged,246,2.5,up
VBL,VARUN BEVERAGES LIMITED,Consumer Defensive,570,51.6,ranked,710,50.2,ranked,710,50.2,ranked,140,1.4,up,0,0,unchanged,140,1.4,up
KANSAINER,KANSAI NEROLAC PAINTS LTD,Basic Materials,571,51.6,ranked,546,51.7,ranked,546,51.7,ranked,-25,-0.1,down,0,0,unchanged,-25,-0.1,down
RALLIS,RALLIS INDIA LTD,Basic Materials,572,51.6,ranked,592,51.3,ranked,592,51.3,ranked,20,0.3,up,0,0,unchanged,20,0.3,up
UEL,UJAAS ENERGY LIMITED,Technology,573,51.5,ranked,1070,45.7,ranked,1070,45.7,ranked,497,5.8,up,0,0,unchanged,497,5.8,up
AFSL,ABANS FINANCIAL SRVCS LTD,Financial Services,574,51.5,ranked,978,47.1,ranked,978,47.1,ranked,404,4.4,up,0,0,unchanged,404,4.4,up
EVEREADY,EVEREADY INDS. IND.  LTD.,Industrials,575,51.5,ranked,500,52.1,ranked,500,52.1,ranked,-75,-0.6,down,0,0,unchanged,-75,-0.6,down
DATAPATTNS,DATA PATTERNS INDIA LTD,Industrials,576,51.5,ranked,639,50.9,ranked,639,50.9,ranked,63,0.6,up,0,0,unchanged,63,0.6,up
JYOTHYLAB,JYOTHY LABS LIMITED,Consumer Defensive,577,51.5,ranked,254,54.9,ranked,254,54.9,ranked,-323,-3.4,down,0,0,unchanged,-323,-3.4,down
SBICARD,SBI CARDS & PAY SER LTD,Financial Services,578,51.5,ranked,674,50.6,ranked,674,50.6,ranked,96,0.9,up,0,0,unchanged,96,0.9,up
ESCORTS,ESCORTS KUBOTA LIMITED,Industrials,579,51.5,ranked,325,54,ranked,325,54,ranked,-254,-2.5,down,0,0,unchanged,-254,-2.5,down
AADHARHFC,AADHAR HOUSING FINANCE L,Financial Services,580,51.5,ranked,183,55.9,ranked,183,55.9,ranked,-397,-4.4,down,0,0,unchanged,-397,-4.4,down
ERIS,ERIS LIFESCIENCES LIMITED,Healthcare,581,51.5,ranked,95,57.5,ranked,95,57.5,ranked,-486,-6,down,0,0,unchanged,-486,-6,down
JSWCEMENT,JSW CEMENT LIMITED,Basic Materials,582,51.5,ranked,331,53.9,ranked,331,53.9,ranked,-251,-2.4,down,0,0,unchanged,-251,-2.4,down
WABAG,VA TECH WABAG LTD,Industrials,583,51.5,ranked,572,51.5,ranked,572,51.5,ranked,-11,0,down,0,0,unchanged,-11,0,down
YATHARTH,YATHARTH HOSP & TRA C S L,Healthcare,584,51.5,ranked,278,54.5,ranked,278,54.5,ranked,-306,-3,down,0,0,unchanged,-306,-3,down
DATAMATICS,DATAMATICS GLOBAL SER LTD,Technology,585,51.5,ranked,738,49.9,ranked,738,49.9,ranked,153,1.6,up,0,0,unchanged,153,1.6,up
MIDWESTLTD,MIDWEST LIMITED,Basic Materials,586,51.5,ranked,633,50.9,ranked,633,50.9,ranked,47,0.6,up,0,0,unchanged,47,0.6,up
NRBBEARING,NRB BEARING LIMITED,Consumer Cyclical,587,51.5,ranked,507,52.1,ranked,507,52.1,ranked,-80,-0.6,down,0,0,unchanged,-80,-0.6,down
FOSECOIND,FOSECO INDIA LTD,Basic Materials,588,51.4,ranked,551,51.6,ranked,551,51.6,ranked,-37,-0.2,down,0,0,unchanged,-37,-0.2,down
SARDAEN,SARDA ENERGY & MIN LTD,Basic Materials,589,51.4,ranked,247,55,ranked,247,55,ranked,-342,-3.6,down,0,0,unchanged,-342,-3.6,down
KSL,KALYANI STEELS LIMITED,Basic Materials,590,51.4,ranked,687,50.5,ranked,687,50.5,ranked,97,0.9,up,0,0,unchanged,97,0.9,up
CIPLA,CIPLA LTD,Healthcare,591,51.4,ranked,636,50.9,ranked,636,50.9,ranked,45,0.5,up,0,0,unchanged,45,0.5,up
FRACTAL,FRACTAL ANALYTICS LIMITED,Technology,592,51.4,ranked,703,50.3,ranked,703,50.3,ranked,111,1.1,up,0,0,unchanged,111,1.1,up
AVALON,AVALON TECHNOLOGIES LTD,Technology,593,51.4,ranked,548,51.7,ranked,548,51.7,ranked,-45,-0.3,down,0,0,unchanged,-45,-0.3,down
EMIL,ELECTRONICS MART IND LTD,Consumer Cyclical,594,51.4,ranked,594,51.3,ranked,594,51.3,ranked,0,0.1,unchanged,0,0,unchanged,0,0.1,unchanged
BAJAJFINSV,BAJAJ FINSERV LTD.,Financial Services,595,51.3,ranked,681,50.5,ranked,681,50.5,ranked,86,0.8,up,0,0,unchanged,86,0.8,up
ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,Financial Services,596,51.3,ranked,644,50.8,ranked,644,50.8,ranked,48,0.5,up,0,0,unchanged,48,0.5,up
AIAENG,AIA ENGINEERING LIMITED,Industrials,597,51.3,ranked,146,56.6,ranked,146,56.6,ranked,-451,-5.3,down,0,0,unchanged,-451,-5.3,down
SHAILY,SHAILY ENG PLASTICS LTD,Basic Materials,598,51.3,ranked,396,53.3,ranked,396,53.3,ranked,-202,-2,down,0,0,unchanged,-202,-2,down
ORKLAINDIA,ORKLA INDIA LIMITED,Consumer Defensive,599,51.3,ranked,193,55.7,ranked,193,55.7,ranked,-406,-4.4,down,0,0,unchanged,-406,-4.4,down
BLUEJET,BLUE JET HEALTHCARE LTD,Healthcare,600,51.3,ranked,653,50.8,ranked,653,50.8,ranked,53,0.5,up,0,0,unchanged,53,0.5,up
MAHLIFE,MAHINDRA LIFESPACE DEVLTD,Real Estate,601,51.3,ranked,838,48.8,ranked,838,48.8,ranked,237,2.5,up,0,0,unchanged,237,2.5,up
SENCO,SENCO GOLD LIMITED,Consumer Cyclical,602,51.3,ranked,230,55.2,ranked,230,55.2,ranked,-372,-3.9,down,0,0,unchanged,-372,-3.9,down
CCAVENUE,AVENUESAI LIMITED,Technology,603,51.3,ranked,166,56.2,ranked,166,56.2,ranked,-437,-4.9,down,0,0,unchanged,-437,-4.9,down
SANDHAR,SANDHAR TECHNOLOGIES LTD,Consumer Cyclical,604,51.3,ranked,781,49.5,ranked,781,49.5,ranked,177,1.8,up,0,0,unchanged,177,1.8,up
MARATHON,MARATHON NXTGEN REALT LTD,Real Estate,605,51.2,ranked,747,49.8,ranked,747,49.8,ranked,142,1.4,up,0,0,unchanged,142,1.4,up
KOVAI,KOVAI MEDICAL CENTER & HO,Healthcare,606,51.2,ranked,553,51.6,ranked,553,51.6,ranked,-53,-0.4,down,0,0,unchanged,-53,-0.4,down
YASHO,YASHO INDUSTRIES LIMITED,Basic Materials,607,51.2,ranked,876,48.5,ranked,876,48.5,ranked,269,2.7,up,0,0,unchanged,269,2.7,up
TALBROAUTO,TALBROS AUTO. COMP. LTD,Consumer Cyclical,608,51.2,ranked,616,51.1,ranked,616,51.1,ranked,8,0.1,up,0,0,unchanged,8,0.1,up
IOB,INDIAN OVERSEAS BANK,Financial Services,609,51.2,ranked,914,48,ranked,914,48,ranked,305,3.2,up,0,0,unchanged,305,3.2,up
DABUR,DABUR INDIA LTD,Consumer Defensive,610,51.2,ranked,786,49.4,ranked,786,49.4,ranked,176,1.8,up,0,0,unchanged,176,1.8,up
IKS,INVENTURUS KNOWLEDGE SO L,Healthcare,611,51.2,ranked,259,54.8,ranked,259,54.8,ranked,-352,-3.6,down,0,0,unchanged,-352,-3.6,down
GRINDWELL,GRINDWELL NORTON LIMITED,Industrials,612,51.2,ranked,513,52.1,ranked,513,52.1,ranked,-99,-0.9,down,0,0,unchanged,-99,-0.9,down
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,Consumer Cyclical,613,51.2,ranked,465,52.5,ranked,465,52.5,ranked,-148,-1.3,down,0,0,unchanged,-148,-1.3,down
RITES,RITES LIMITED,Industrials,614,51.2,ranked,338,53.9,ranked,338,53.9,ranked,-276,-2.7,down,0,0,unchanged,-276,-2.7,down
CEINSYS,CEINSYS TECH LIMITED,Industrials,615,51.1,ranked,110,57.2,ranked,110,57.2,ranked,-505,-6.1,down,0,0,unchanged,-505,-6.1,down
WEWORK,WEWORK INDIA MANAGEMENT L,Real Estate,616,51.1,ranked,504,52.1,ranked,504,52.1,ranked,-112,-1,down,0,0,unchanged,-112,-1,down
BIL,BHARTIYA INTERNATIONAL,Consumer Cyclical,617,51.1,ranked,878,48.5,ranked,878,48.5,ranked,261,2.6,up,0,0,unchanged,261,2.6,up
WIPRO,WIPRO LTD,Technology,618,51.1,ranked,635,50.9,ranked,635,50.9,ranked,17,0.2,up,0,0,unchanged,17,0.2,up
AUBANK,AU SMALL FINANCE BANK LTD,Financial Services,619,51.1,ranked,794,49.3,ranked,794,49.3,ranked,175,1.8,up,0,0,unchanged,175,1.8,up
3MINDIA,3M INDIA LIMITED,Industrials,620,51.1,ranked,364,53.5,ranked,364,53.5,ranked,-256,-2.4,down,0,0,unchanged,-256,-2.4,down
SHYAMMETL,SHYAM METALICS AND ENGY L,Basic Materials,621,51.1,ranked,236,55.1,ranked,236,55.1,ranked,-385,-4,down,0,0,unchanged,-385,-4,down
SYRMA,SYRMA SGS TECHNOLOGY LTD,Technology,622,51.1,ranked,484,52.3,ranked,484,52.3,ranked,-138,-1.2,down,0,0,unchanged,-138,-1.2,down
JMFINANCIL,JM FINANCIAL LIMITED,Financial Services,623,51.1,ranked,996,46.8,ranked,996,46.8,ranked,373,4.3,up,0,0,unchanged,373,4.3,up
STARCEMENT,STAR CEMENT LIMITED,Basic Materials,624,51.1,ranked,238,55.1,ranked,238,55.1,ranked,-386,-4,down,0,0,unchanged,-386,-4,down
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,Financial Services,625,51.1,ranked,925,47.8,ranked,925,47.8,ranked,300,3.3,up,0,0,unchanged,300,3.3,up
BALAMINES,BALAJI AMINES LIMITED,Basic Materials,626,51.1,ranked,818,49,ranked,818,49,ranked,192,2.1,up,0,0,unchanged,192,2.1,up
SAATVIKGL,SAATVIK GREEN ENERGY LTD,Technology,627,51.1,ranked,358,53.6,ranked,358,53.6,ranked,-269,-2.5,down,0,0,unchanged,-269,-2.5,down
UNIMECH,UNIMECH AEROSPACE N MFG L,Industrials,628,51.1,ranked,839,48.8,ranked,839,48.8,ranked,211,2.3,up,0,0,unchanged,211,2.3,up
PAISALO,PAISALO DIGITAL LIMITED,Financial Services,629,51.1,ranked,761,49.7,ranked,761,49.7,ranked,132,1.4,up,0,0,unchanged,132,1.4,up
GREENPLY,GREENPLY INDUSTRIES LTD,Basic Materials,630,51.1,ranked,422,53,ranked,422,53,ranked,-208,-1.9,down,0,0,unchanged,-208,-1.9,down
SAMBHV,SAMBHV STEEL TUBES LTD,Basic Materials,631,51,ranked,357,53.6,ranked,357,53.6,ranked,-274,-2.6,down,0,0,unchanged,-274,-2.6,down
THEJO,THEJO ENGINEERING LIMITED,Industrials,632,51,ranked,662,50.7,ranked,662,50.7,ranked,30,0.3,up,0,0,unchanged,30,0.3,up
SPIC,SPIC LTD,Basic Materials,633,51,ranked,843,48.8,ranked,843,48.8,ranked,210,2.2,up,0,0,unchanged,210,2.2,up
PGHH,P&G HYGIENE & HEALTH CARE,Consumer Defensive,634,51,ranked,583,51.4,ranked,583,51.4,ranked,-51,-0.4,down,0,0,unchanged,-51,-0.4,down
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,Consumer Cyclical,635,51,ranked,727,50,ranked,727,50,ranked,92,1,up,0,0,unchanged,92,1,up
GRAVITA,GRAVITA INDIA LIMITED,Industrials,636,51,ranked,669,50.7,ranked,669,50.7,ranked,33,0.3,up,0,0,unchanged,33,0.3,up
BLACKBUCK,BLACKBUCK LIMITED,Technology,637,51,ranked,285,54.4,ranked,285,54.4,ranked,-352,-3.4,down,0,0,unchanged,-352,-3.4,down
IFBIND,IFB INDUSTRIES LTD,Consumer Cyclical,638,51,ranked,466,52.5,ranked,466,52.5,ranked,-172,-1.5,down,0,0,unchanged,-172,-1.5,down
LANDMARK,LANDMARK CARS LIMITED,Consumer Cyclical,639,51,ranked,836,48.8,ranked,836,48.8,ranked,197,2.2,up,0,0,unchanged,197,2.2,up
GRAUWEIL,GRAUER & WEIL IND LTD,Basic Materials,640,50.9,ranked,160,56.4,ranked,160,56.4,ranked,-480,-5.5,down,0,0,unchanged,-480,-5.5,down
RAMCOIND,RAMCO INDUSTRIES LIMITED,Industrials,641,50.9,ranked,295,54.3,ranked,295,54.3,ranked,-346,-3.4,down,0,0,unchanged,-346,-3.4,down
HONDAPOWER,HONDA I POWER PRODUCT LTD,Industrials,642,50.9,ranked,959,47.3,ranked,959,47.3,ranked,317,3.6,up,0,0,unchanged,317,3.6,up
IMPAL,IND MOTOR PART & ACC LTD,Consumer Cyclical,643,50.9,ranked,801,49.3,ranked,801,49.3,ranked,158,1.6,up,0,0,unchanged,158,1.6,up
TATACAP,TATA CAPITAL LIMITED,Financial Services,644,50.9,ranked,807,49.1,ranked,807,49.1,ranked,163,1.8,up,0,0,unchanged,163,1.8,up
LENSKART,LENSKART SOLUTIONS LTD,Healthcare,645,50.9,ranked,886,48.3,ranked,886,48.3,ranked,241,2.6,up,0,0,unchanged,241,2.6,up
SRF,SRF LTD,Industrials,646,50.9,ranked,1092,45.1,ranked,1092,45.1,ranked,446,5.8,up,0,0,unchanged,446,5.8,up
TRITURBINE,TRIVENI TURBINE LIMITED,Industrials,647,50.9,ranked,512,52.1,ranked,512,52.1,ranked,-135,-1.2,down,0,0,unchanged,-135,-1.2,down
KPIL,KALPATARU PROJECT INT LTD,Industrials,648,50.9,ranked,307,54.2,ranked,307,54.2,ranked,-341,-3.3,down,0,0,unchanged,-341,-3.3,down
FINPIPE,FINOLEX INDUSTRIES LTD,Industrials,649,50.9,ranked,213,55.4,ranked,213,55.4,ranked,-436,-4.5,down,0,0,unchanged,-436,-4.5,down
SUDEEPPHRM,SUDEEP PHARMA LIMITED,Healthcare,650,50.9,ranked,835,48.8,ranked,835,48.8,ranked,185,2.1,up,0,0,unchanged,185,2.1,up
ETHOSLTD,ETHOS LIMITED,Consumer Cyclical,651,50.9,ranked,857,48.6,ranked,857,48.6,ranked,206,2.3,up,0,0,unchanged,206,2.3,up
WAAREERTL,WAAREE RENEWABLE TECH LTD,Industrials,652,50.8,ranked,293,54.3,ranked,293,54.3,ranked,-359,-3.5,down,0,0,unchanged,-359,-3.5,down
VIDYAWIRES,VIDYA WIRES LIMITED,Industrials,653,50.8,ranked,303,54.2,ranked,303,54.2,ranked,-350,-3.4,down,0,0,unchanged,-350,-3.4,down
LGEINDIA,LG ELECTRONICS INDIA LTD,Technology,654,50.8,ranked,756,49.7,ranked,756,49.7,ranked,102,1.1,up,0,0,unchanged,102,1.1,up
BIRLACORPN,BIRLA CORPORATION LTD,Basic Materials,655,50.8,ranked,597,51.3,ranked,597,51.3,ranked,-58,-0.5,down,0,0,unchanged,-58,-0.5,down
KMEW,KNOWLEDGE MARINE & EN W L,Industrials,656,50.8,ranked,515,52.1,ranked,515,52.1,ranked,-141,-1.3,down,0,0,unchanged,-141,-1.3,down
OSWALPUMPS,OSWAL PUMPS LIMITED,Industrials,657,50.8,ranked,41,59.2,ranked,41,59.2,ranked,-616,-8.4,down,0,0,unchanged,-616,-8.4,down
TATVA,TATVA CHIN PHARM CHEM LTD,Basic Materials,658,50.8,ranked,671,50.6,ranked,671,50.6,ranked,13,0.2,up,0,0,unchanged,13,0.2,up
NAVA,NAVA LIMITED,Industrials,659,50.7,ranked,517,52,ranked,517,52,ranked,-142,-1.3,down,0,0,unchanged,-142,-1.3,down
BLISSGVS,BLISS GVS PHARMA LTD,Healthcare,660,50.7,ranked,257,54.8,ranked,257,54.8,ranked,-403,-4.1,down,0,0,unchanged,-403,-4.1,down
FMGOETZE,FEDERAL-MOGUL GOETZE (IND,Consumer Cyclical,661,50.7,ranked,220,55.2,ranked,220,55.2,ranked,-441,-4.5,down,0,0,unchanged,-441,-4.5,down
KEI,KEI INDUSTRIES LTD.,Industrials,662,50.7,ranked,849,48.6,ranked,849,48.6,ranked,187,2.1,up,0,0,unchanged,187,2.1,up
NLCINDIA,NLC INDIA LIMITED,Utilities,663,50.7,ranked,607,51.2,ranked,607,51.2,ranked,-56,-0.5,down,0,0,unchanged,-56,-0.5,down
ENDURANCE,ENDURANCE TECHNO. LTD.,Consumer Cyclical,664,50.7,ranked,300,54.3,ranked,300,54.3,ranked,-364,-3.6,down,0,0,unchanged,-364,-3.6,down
SUMICHEM,SUMITOMO CHEM INDIA LTD,Basic Materials,665,50.7,ranked,274,54.6,ranked,274,54.6,ranked,-391,-3.9,down,0,0,unchanged,-391,-3.9,down
FINEORG,FINE ORGANIC IND. LTD.,Basic Materials,666,50.7,ranked,780,49.5,ranked,780,49.5,ranked,114,1.2,up,0,0,unchanged,114,1.2,up
